id,clientId,created_at,updated_at,description,job,price,comments,status,paymentSign
782,594,"2023-04-13 18:43:02","2023-05-09 16:05:15","Sillòn gamer celeste y negro","Revisar y presupuestar",8500,"Avisé x w app
Abrir tapizado y soldar
TERMINADO 
AVISADO",Entregada,NULL
783,595,"2023-04-14 19:39:09","2023-04-17 18:27:25","Silla Alma Gris / Pana Azul","Reparar respaldo",3000,"Avisado x w app",Entregada,NULL
784,596,"2023-04-15 14:20:25","2023-05-04 14:54:29","Silla tipo Rody baja con apoyas, negra","Revisar y presupuestar ( cilindro ) No Tapizado",17390,"Chapòn y cilindro
TERMINADO 
AVISADO",Entregada,NULL
785,597,"2023-04-17 14:11:24","2023-05-08 13:06:59","Silla tipo 7010 roja, neumatica .","Revisar y presupuestar",6000,"Relleno en el asiento de alta densidad. Tapizado 6172 si es que no se puede mantener el mismo tapizado
Presupuesté relleno en alta densidad solamente y suplementar. Avisada",Entregada,NULL
786,185,"2023-04-18 14:57:12","2023-06-22 16:44:10","6 Silla azul c/resp. red y apoyas","Revisar y presupuestar",41800,"TAPIZAR EN ECOCUERO AZUL PARECIDO",Entregada,NULL
787,598,"2023-04-18 19:07:35","2023-05-11 17:59:32","1 Silla Rody alta con apoyas, 2 Silla 7010 giratorias tapizadas en tela Azul Francia y 1 silla cajera tipo Tyson neum. c/ovalina y sin apoyas en Ecocuero negro","Ver retapizado  ( color )",32800,"Retapizar jackson azul (ocean) y la cajera en Ecocuero negro",Entregada,NULL
788,497,"2023-04-20 16:51:20","2023-05-09 16:26:34","Banqueta neum. negra","Tapizado completo en ecocuero negro",12000,"factura enviada x w app",Entregada,NULL
789,510,"2023-04-21 13:57:28","2024-08-24 15:34:44","1.-Sillon gerencial , respaldo red, apoyas, estrella cromada, 2.- Silla china, sin apoyas, respaldo con dibujos bco y negra","Revisar y presupuestar",31500,"Pasè pres. x w app / Basculante  $ 40.000.-",Terminada,NULL
790,303,"2023-04-21 18:59:21","2023-05-17 13:11:51","Silla cromada c/respaldo de madera en Ecocuero tiza","Revisar y presupuestar",24600,"Enviè pres. x w app
Retapizado en Ecocuero Talampaya 268 y hacer madera asiento",Entregada,NULL
791,330,"2023-04-22 16:06:29","2023-05-24 17:28:53","Silla cajera " Diva " sin apoyas en Ecocuero negro","Cilindro y revisar",12500,"Factura enviada a Waldo",Entregada,NULL
792,599,"2023-04-24 18:20:30","2023-05-24 17:29:15","5 Silla 7010 fija","Tapizado completo en Jackson 01  Toffee",48000,NULL,Entregada,NULL
793,600,"2023-04-24 19:02:43","2023-06-06 18:40:03","2 Sillones C Red cromados","Cambiar cilindro. Ruedas. Cilindro y tornillo",32700,"Pasé pres. x w app
PAGADO
TERMINADO 
AVISADO",Entregada,NULL
794,601,"2023-04-25 16:14:44","2023-05-11 17:57:36","Silla tipo India negra, sin apoyas","Revisar y presupuestar",10900,"estrella med. , Retapizar respaldo Mesh y cilindro opcional
Presupuestado x w app. Hacer todo menos cilindro. PAGADO POR TRANSFERENCIA
TERMINADO 
AVISADO. PAGADO POR TRANSFERENCIA",Entregada,NULL
795,602,"2023-04-25 16:17:01","2023-05-04 14:41:58","1.- Silla Candy nueva (compro semana pasada)   2.- Silla tipo Rody","Revisar y presupuestar",5800,"Ya se llevaron la candy.
Interno Rody madera c/10 insertos. / Presup. x w app
TERMINADO 
AVISADO",Entregada,NULL
796,66,"2023-04-25 16:20:55","2023-05-16 16:00:15","Silla tipo India, sin apoyas, asiento gris","Revisar y presupuestar. Tapizar",31700,"Terminada. Factura enviada 16/05 por mail",Entregada,NULL
797,603,"2023-04-26 14:27:05","2023-06-21 17:33:50","Sillon gerencial negro","Revisar y presupuestar- tapizado",16500,"Abrir respaldo, soldar insertos y colocar c/bulòn y tuerca, retapizar respaldo  
$ 16500.-",Entregada,9000
798,599,"2023-04-26 14:44:03","2023-05-15 17:15:49","2.- Sillas 7010 sin apoyas (revisar y retapizar)  2.- Silla tipo NV5 s/apoyas solo revisar no tapizado","Revisar y presupuestar. retapizar",40300,"Retapizado en Jackson 01 Toffee
Enviè pres. x w app",Entregada,NULL
799,604,"2023-04-26 18:54:58","2023-04-27 17:58:28","Silla " Candy "","Cambiar lateral y suplem.",7600,"PAGADO
TERMINADO 
AVISADO",Entregada,7000
800,605,"2023-04-27 16:41:29","2023-05-05 18:49:40","1 Sillón C red, cromado y 1 silla Ergo c/apoy.","Revisar y presupuestar",12700,"Sillón C, basculante roto y silla Ergo se baja
Enviè pres. x w app",Entregada,NULL
801,504,"2023-04-28 13:16:53","2023-05-06 15:44:47","Sillon respaldo alto ecocuero negro/cromado c/apoyas","retapizado completo",16000,"Retapizado Jackson grafito
Pasé pres. x w app. AVISADA",Entregada,2000
802,606,"2023-04-28 13:24:13","2023-05-02 13:45:33","Silla tipo candy Verde fosforescente","estrella chica",5300,"TERMINADO 
AVISADO",Entregada,NULL
803,318,"2023-05-02 19:26:53","2023-05-04 15:41:33","Gamer negro y rojo","Colocar estrella cromada",13900,"PAGADO VISA 3 CUOTAS
TERMINADO 
AVISADO",Entregada,NULL
804,607,"2023-05-04 16:00:08","2023-05-19 16:18:12","Respaldo Rody alta violeta","Colocar contacto permanente",12000,"PAGADO
TERMINADO
AVISADO",Entregada,NULL
805,608,"2023-05-04 16:24:27","2023-05-04 19:28:51","Silla  7010 neum., c/apoyas en tela Negra","Cambiar cilindro",13700,"Avisado x w app",Entregada,3000
806,552,"2023-05-05 19:41:58","2023-05-09 14:31:12","Silla inyectada en goma color naranja.","Ya se le cambiò el cilindro, se mueve. Revisar",0,"Avisado x w app",Entregada,NULL
807,608,"2023-05-06 13:46:55","2023-05-06 15:44:22","Sillòn Mesh alto cromado","Revisar y presupuestar",5750,"Cambiar ruedas
Avisado",Entregada,NULL
808,130,"2023-05-08 14:12:18","2023-05-18 15:19:49","Silla tipo Candy c/base cromada y apoyas","Cilindro y revisar",15000,"Cilindro $ 15.000.-
AVISADO. Factura enviada por wap 16/05",Entregada,NULL
809,609,"2023-05-08 16:32:13","2023-06-21 17:31:58","Silla Rody alta gris c/apoyas","Revisar y presupuestar / cilindro",20370,"Cilindro y 5 ruedas
TERMINADO 
AVISADO",Entregada,NULL
810,610,"2023-05-11 18:00:34","2023-05-16 15:12:07","Sillón Aluminio alto","Cambiar cilindro y basculante",24400,"Saldo $ 19.400.-",Entregada,5000
811,611,"2023-05-12 15:24:46","2023-05-18 18:32:07","Silla Ergo negra","Revisar y presupuestar",20900,"Se baja el cilindro cuando se sienta.
Pasè pres. x w app",Entregada,NULL
812,612,"2023-05-12 15:56:20","2023-05-24 17:27:09","Silla neum. 7010 c/apoyas","Cambiar cilindro",14800,"TERMINADO 
AVISADO",Entregada,2000
813,592,"2023-05-12 16:21:55","2023-05-30 15:00:38","Silla Rody baja azul marino  s/apoyas","Cilindro, retapizado comp. y rellenar asiento",25800,"Pasé pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
814,143,"2023-05-12 16:50:00","2023-07-13 16:35:50","Silla cajera Rody alta c/riñonera, negra y sin apoyas","Revisar y presupuestar, ver Ecocuero bueno.",34300,"Pasè pres. x w app
Autorizada
TERMINADO
AVISASO",Entregada,NULL
815,613,"2023-05-12 16:52:00","2023-06-03 14:37:51","Silla  " 8500 " neumàtica, c/apoyas, en Econegro","Revisar y presupuestar",8500,"Pres. x w app
Chapòn , soldara estruc. y cortar carcaza
TERMINADO 
AVISADO",Entregada,NULL
816,614,"2023-05-12 18:06:23","2023-05-31 13:13:41","Sillón gerencial negro, cromado con almohadòn entero","Ver apoyabrazos y retapizado almohadòn",16000,"Retapizado almohadòn largo (asiento y respaldo), sacar tornillo cortado del casco y colocar nuevo.
Enviè pres. x w app.
TERMINADO 
AVISADO",Entregada,NULL
817,605,"2023-05-13 14:33:01","2023-05-22 18:42:59","2 Sillones aluminio alto","Revisar y presupuestar",21600,"AVISADO POR W APP",Entregada,NULL
818,615,"2023-05-15 15:30:28","2023-06-10 15:58:19","Silla tipo gammer, negra, carrefour","Revisar y presupuestar",8000,"Rellenar asiento y hacer madera nueva
TERMINADO 
AVISADO",Entregada,NULL
819,66,"2023-05-16 15:00:54","2023-07-19 17:39:00","Silla tipo india, sin apoyas, azul","Rellenar, retapizar asiento. Ruedas alma.",13700,"TERMINADO 
AVISADO",Entregada,NULL
820,616,"2023-05-16 18:47:38","2023-05-18 19:26:36","Sillón Mesh alto cromado","Cambiar cilindro y ruedas",0,NULL,Entregada,NULL
821,617,"2023-05-18 13:23:28","2023-05-20 14:17:40","Gamer Negro / Camuflado c/apoyas","Estrella mediana y revisar",6500,"Estrella mediana.
TERMINADO 
AVISADO",Entregada,NULL
822,618,"2023-05-18 14:01:30","2023-05-18 15:50:09","gerencial bajo negro / cromado","Estrella mediana y revisar",6500,"Pagado
TERMINADO 
AVISADO",Entregada,NULL
823,619,"2023-05-18 14:16:39","2023-06-21 17:34:06","Rody alta Naranja","Interno de madera y revisar",18500,Avisado,Entregada,NULL
824,130,"2023-05-18 15:20:29","2023-05-23 17:54:05","Silla tipo Candy c/base cromada y apoyas","Revisar y presupuestar",14870,"cambio de cilindro",Entregada,NULL
825,620,"2023-05-20 14:05:25","2023-05-24 17:26:53","Silla  7010 neum., c/apoyas en Econegro","Cambiar estrella",5850,NULL,Entregada,NULL
826,605,"2023-05-22 18:56:19","2023-06-10 15:06:22","2 Sillones aluminio alto","Revisar y presupuestar",40000,"Reparaciòn de estructuras ( fabricaciòn y cambio de 1 barra x sillòn ) y 1 basculante
Avisado",Entregada,NULL
827,621,"2023-05-23 14:32:59","2023-05-30 14:51:37","2  Sillones gerenciales cromados, en Ecocuero crema","Revisar y presupuestar",37670,"1) Basculante + 2 tornillos   2) Basculante + cilindro + 4 tornillos
Enviè pres. x w app. AVISADO",Entregada,NULL
828,130,"2023-05-23 17:56:03","2023-07-06 16:30:14","Silla tipo Candy c/base cromada y apoyas","Revisar y presupuestar",15000,"cilindro.
TERMINADO 
AVISADO",Entregada,NULL
829,185,"2023-05-24 17:30:59","2023-07-24 13:18:59","3 sillas neumaticas azules c/respaldo mesh, 3 sillas fijas estructura trineo azules.","Revisar y presupuestar",31100,"TAPIZAR EN ECOCUERO AZUL PARECIDO
FACTURA ENVIADA",Entregada,NULL
830,623,"2023-05-24 18:07:37","2023-05-24 19:34:40","Sillòn C mesh alto c/base cromada","Cambiar basculante y colocar insertos necesarios",13000,Avisado,Entregada,2000
831,261,"2023-05-29 14:48:15","2023-05-30 13:19:00","Silla Candy ( de antes )","Cambiar cilindro",15000,"CUIT  30709040398
Manuel  2236974996 / AVISADO",Entregada,NULL
833,625,"2023-05-30 13:58:22","2023-06-15 18:29:27","1 Sillòn gerencial negro y una Candy ( ant, )","Cilindro y revisar",23800,"Enviè pres. x w app
Nos quedamos c/la Candy y hago descuento en la compra de tesoro",Entregada,NULL
834,592,"2023-05-30 15:26:33","2023-07-15 15:04:32","Banqueta fija negra tapizada","Revisar y presupuestar",9800,"Fabricar asiento completo y pintar estructura",Entregada,NULL
835,37,"2023-05-31 17:05:36","2023-06-21 17:35:26","Silla china marròn","Revisar y presupuestar",0,"2234560443
Queda para repuestos, la silla",Entregada,NULL
836,343,"2023-06-01 15:58:57","2023-06-22 15:44:12","Silla cromada negra china","Fijar altura c/caño y ver tapizado ( si se puede separar asiento y respaldo, mejor )",7500,Avisado,Entregada,NULL
837,247,"2023-06-01 16:39:58","2023-09-08 18:42:26","Silla  " Candy Operative "","Revisar basculante",15000,"TERMINADO
PAGADO",Entregada,NULL
838,626,"2023-06-02 17:59:03","2023-06-15 17:13:04","Sillón gerencial gris ( tela )","revisar y presupuestar",35200,"Rellenar y tapizar asiento, cambiar cilindro y basculante.
Avisado x w app",Entregada,NULL
839,480,"2023-06-06 19:33:34","2023-06-21 17:34:50","Sillòn C chico negro","Armar y colocar ruedas que trajo",0,NULL,Entregada,NULL
840,35,"2023-06-07 13:54:35","2023-07-19 17:39:38","2 sillas operaticas color crudo en tela c/apoyas. 1 Silla tipo Ergo . 1 Silla tipo red one cromada desarmada","Revisar y presupuestar. Tapizados todos en ecocuero negro. Ver tema respaldo de la desarmada",45100,"FACTURA ENVIADA A ALFONSO",Entregada,NULL
841,627,"2023-06-09 19:44:51","2023-06-15 17:01:24","Bastidor c/tela mesh, respaldo","Retapizar en Mesh gris perla",6000,NULL,Entregada,1000
842,605,"2023-06-10 15:16:12","2023-07-11 13:54:34","3  Sillones Aluminio alto","Revisar y presupuestar",44000,"Avisado y fact. enviada x w app. RETIRADAS NO PAGADAS",Entregada,NULL
843,27,"2023-06-14 17:09:31","2023-06-27 15:45:25","Sillon gerencial negro,","Revisar y presupuestar neumàtico",16400,"Enviè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
844,629,"2023-06-14 17:28:46","2023-07-19 17:39:56","5 Banqueta cromada, neumàtica color ceniza","Revisar cilindro y cotizar retapizado",105000,"Tapizar en Talampaya 067 y soldar bases",Entregada,38000
845,634,"2023-06-14 19:37:41","2023-06-21 17:35:06","Silla Alma color cemento","Revisar respaldo ( no traba )",0,"AVISADA
SIN CARGO / Se ajustò tuerca de Asyncro",Entregada,NULL
846,636,"2023-06-15 15:00:50","2023-07-12 14:20:31","Silla TYSON C/APOYAS Y OVALINA, EN TELA AZUL  ( repaldo roto )","Revisar y presupuestar",7000,"TERMINADO 
AVISADO",Entregada,NULL
847,637,"2023-06-15 15:04:50","2023-07-01 13:46:17","Silla neumàtica plàstica , casco rojo y base cromada","Cortar y soldar chapòn nuevo",7600,"TERMINADO 
AVISADO",Entregada,NULL
848,635,"2023-06-15 19:00:12","2023-06-27 18:18:54","Sillon gerencial negro,","Cilindro y perilla chapòn",16900,PAGADO,Entregada,NULL
849,621,"2023-06-21 16:00:13","2023-06-27 18:18:24","Gerencial alto blanco / cromado","2 insertos",0,"Lo trajeron de vuelta se salieron los parkers.
Se colocaron insertos.
Sin Cargo.",Entregada,NULL
850,638,"2023-06-21 18:24:11","2023-07-03 17:40:01","Sillon gerencial negro","Revisar y presupuestar ( rellenar )",5700,"30-55908892-3
TERMINADO eNVIÈ FACTURA X W APP
AVISADO",Entregada,NULL
851,152,"2023-06-21 19:50:31","2023-06-22 13:47:31","Sillòn fijo cromado","Pegar tapizado",0,"TERMINADO 
AVISADO",Entregada,NULL
852,152,"2023-06-22 13:48:19","2023-07-19 17:38:05","Tipo trento cromado","Estrella cromada",0,"TERMINADO
AVISADO",Entregada,NULL
853,639,"2023-06-23 14:37:33","2023-06-27 18:22:09","Silla tipo Rody alta, tapizada en tela negra, ccon apoyas","Cambiar cilindro",16350,"TERMINADO 
AVISADO",Entregada,3000
854,640,"2023-06-23 14:47:56","2023-06-23 19:38:02","Silla operativa","Cambiar cilindro",16357,"TERMINADO 
AVISADO",Entregada,NULL
855,641,"2023-06-23 15:21:21","2023-06-28 13:44:38","Silla tipo 7010, con topes, sin ruedas, azul oscura con apyabrazos","Cambiar cilindro",16350,AVISADO,Entregada,2000
856,642,"2023-06-23 19:07:52","2023-06-29 18:53:07","Silla Candy","Revisar cilindro",16300,"Cambiar cilindro
Enviè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
857,106,"2023-06-23 19:23:55","2023-07-03 16:57:42","4  Silla Candy base cromada","Revisar y presupuestar",28350,"pasè pres. x w app
TERMINADO / VER FACTURA
AVISADO",Entregada,NULL
858,643,"2023-06-26 13:49:33","2023-07-01 13:55:39","Gamer negro / azul","Estrella pasada y revisar",7150,"Colocar estrella mediana
Avisado x w app
TERMINADO 
AVISADO",Entregada,NULL
859,644,"2023-06-27 17:53:46","2023-06-28 14:34:29","2  Silla  " Candy antigua "","Revisar y presupuestar",32000,"Pasé pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
860,645,"2023-06-27 19:06:52","2023-06-28 19:01:30","Base neum., basc. gamer c/estrella rota","Cambiar estrella",7200,"PAGADO
avisado",Entregada,NULL
861,646,"2023-06-28 16:44:35","2023-07-11 17:36:33","Sillon gerencial negro,","Cambiar cilindro - Reviso",16360,"TERMINADO 
AVISADO",Entregada,NULL
863,647,"2023-06-28 18:13:33","2023-06-30 17:26:58","Base neumàtica cober","Cambiar estrella plàstica mediana",7000,"TERMINADO 
AVISADO",Entregada,NULL
865,649,"2023-06-29 16:56:55","2023-07-04 15:26:31","Silla tipo red one negra, con  apoyas","Cambiar cilindro. Revisar",16350,"TERMINADO 
AVISADO",Entregada,10000
866,650,"2023-06-30 19:41:07","2023-07-11 13:59:27","Sillon gerencial negro y cromado Mesh","Revisar y presupuestar",29800,"$ 35.800.- / $ 29.800.- ( con ò sin cambio de ruedas )
Pasè pre. x w app / HACER SIN RUEDAS
TERMINADO
AVISADO",Entregada,NULL
867,387,"2023-06-30 19:54:20","2023-07-01 13:45:59","Sillòn gamer Dakot negro y azul","Colocar 6 insertos",0,"SIN CARGO
AVISADA",Entregada,NULL
868,651,"2023-07-01 13:54:39","2023-07-19 17:40:16","2  Bases neumàticas","ver ruedas y chapòn",12360,NULL,Entregada,NULL
869,590,"2023-07-01 14:17:08","2023-07-10 14:00:17","Silla tipo Rody baja c/apoyas","Revisar y presupuestar ( chequear x las dudas, cilindro )",8500,"Pasè pres. x w app",Entregada,NULL
870,3,"2023-07-01 14:26:26","2023-07-05 15:14:54","Silla ergonòmica negra / red negra c/basculante y apoyas.","Cucurucho, CILINDRO, ESTRELLA y revisar y armar",24450,AVISADO,Entregada,NULL
871,128,"2023-07-01 15:53:10","2023-07-19 17:37:43","Sillòn C chico negro","Retapizar respaldo en Talampaya 393",9600,PAGADA,Entregada,NULL
872,638,"2023-07-03 17:41:26","2023-07-19 17:37:13","Sillón gerencial negro","Ver con Poli tapizado ò franja asiento.",4000,"Dejò $ 300.- a cuenta.
SALDO $ 700.- / AVISADA",Entregada,NULL
873,652,"2023-07-03 19:04:03","2023-07-26 17:49:06","Sillon gerencial negro y cromado","Revisar y presupuestar ( cotizar retap. )",38500,"Presup. x w app",Entregada,NULL
874,653,"2023-07-05 16:59:37","2023-07-17 15:36:00","Silla India cromada en color hueso","Revisar y cotizar retapizado completo ( ver movimiento de respaldo )",13000,"TERMINADO 
AVISADO",Entregada,NULL
875,66,"2023-07-05 19:37:35","2023-07-18 18:01:38","Silla India","Reparar respaldo y cambiar ruedas",10000,"Hasta acà, facturas enviadas y pagadas !!",Entregada,NULL
876,654,"2023-07-06 15:07:24","2023-07-28 17:12:09","Sillon gerencial negro, sinrelleno","Revisar y presupuestar. y ver sino compra",24500,"TERMINADO
AVISADO",Entregada,NULL
877,655,"2023-07-06 17:11:41","2023-07-19 14:07:04","2 Silla Biro baja s/apoyas en color Ceniza","Revisar y presupuestar",35500,"Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
878,656,"2023-07-07 16:13:01","2023-07-27 16:48:56","Silla  " 7010 " neum., c/apoyas, en Ecocuero negro","Revisar y presupuestar",15000,"Estructura nueva, retap. y rellenar asiento
Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
879,657,"2023-07-07 17:36:20","2023-07-08 16:28:58","Base neumàtica basculante","Cambiar cilindro",17000,"27-17741599-0   Garcìa Gabriela Estela",Entregada,NULL
880,658,"2023-07-08 13:43:37","2023-07-12 18:38:53","Silla tipo Rody ALTA AZUL, con apoyas y cober","Cambiar cilindro",0,NULL,Entregada,NULL
881,659,"2023-07-08 14:01:00","2023-07-12 19:57:31","3 bases cromadas de banqueta","fijar en altura màx.",15000,NULL,Entregada,5000
882,637,"2023-07-08 14:03:45","2023-08-05 13:56:21","Silla cajera " 7010 " sin apoyabrazos en Eco negro","Cambiar chapòn",8200,NULL,Entregada,NULL
883,660,"2023-07-10 16:42:27","2023-07-17 15:53:36","Sillon Gammer , color rojo","Revisar y presupuestar",18000,"Cilindro y tornillo c /ajuste.
TERMINADO 
AVISADO",Entregada,NULL
884,613,"2023-07-10 18:52:50","2023-08-01 18:20:22","Silla " 8500 " neumàtica, c/apoyas, en Econegro","Soldar chapòn y sacar apoyabrazos",0,"TERMINADO
AVISADO",Entregada,NULL
885,657,"2023-07-10 19:35:24","2023-07-11 15:30:39","Base neumàtica basculante","Cambio de cilindro",17000,"TERMINADO 
AVISADO",Entregada,NULL
886,649,"2023-07-11 14:33:23","2023-07-13 19:19:31","silla respaldo alto mesh",cilindro,0,"TERMINADO 
AVISADO",Entregada,NULL
887,661,"2023-07-11 15:24:40","2023-07-21 16:23:50","1 Sillòn C chico y 1 silla cromada roja ( cuero ) c/apoyas","Revisar y presupuestar",15800,"AVISADO X W APP",Entregada,NULL
888,614,"2023-07-13 13:34:43","2023-08-08 13:21:04","Gerencail bajo negro cromado","retapizar completo y revisar",21000,"Avisado x w app",Entregada,NULL
889,662,"2023-07-13 17:03:46","2023-07-29 15:38:01","Sillòn Mesh alto cromado","Hacer interno asientoc/insertos",6500,NULL,Entregada,2000
890,663,"2023-07-13 18:40:42","2023-08-01 17:26:46","Silla Rody en pana naranja, sin apoyas","Revisar y presupuestar",9100,"Si no anda el cilindro, dejar fijo.
TERMINADO / AVISADO Y FACTURA ENVIADA. PAGADO",Entregada,NULL
891,605,"2023-07-13 18:49:19","2023-07-28 17:42:45","Sillon gerencial negro,","Revisar y presupuestar",13850,"Avisado x w app",Entregada,NULL
892,66,"2023-07-13 19:46:30","2023-07-28 13:51:58","Silla cajera sin apoyas","Ruedas Alma, retapizar asiento y pintar aro",19400,"AVISADO
Factura enviada a Bernardo 24/07/23",Entregada,NULL
894,664,"2023-07-14 18:21:51","2023-07-19 17:37:21","2 bases neumaticas","Armar una con las 2",3000,"Avisado x w app",Entregada,NULL
895,231,"2023-07-15 14:52:33","2023-09-14 15:37:31",Candy,"Revisar y presupuestar",17900,"Cambiar basculante
Avisado x w app. Avisado nuevamente y precio actualizado 08/09
TERMINADO 
AVISADO",Entregada,NULL
896,185,"2023-07-17 18:13:34","2023-07-24 13:19:17","1 Silla Azul/respaldo Mesh fija y 1 Silla Azul respaldo Mesh neumàtica","Revisar y presupuestar",12500,"FACTURA ENVIADA",Entregada,NULL
897,581,"2023-07-19 16:24:33","2023-07-26 17:15:45","Sillón Aluminio alto","Revisar inclinación",14000,"Colocar estrella cromada ( $ 14.000.- ) 
TERMINADO 
AVISADO 
Pasè pres. x w app. Cromada y guardar la otra",Entregada,NULL
898,665,"2023-07-19 16:49:40","2023-08-25 15:35:13","Sillón Aluminio bajo blanco","Revisar y presupuestar",38000,"Cilindro, estrella cromada y ruedas. No la Hace",Entregada,NULL
899,37,"2023-07-19 17:14:57","2023-07-26 17:16:49","Silla U",Retapizar,12000,Avisada,Entregada,NULL
900,666,"2023-07-19 18:03:25","2023-07-21 19:31:51","Sillòn gamer blanco y negro","Cilindro y revisar",17000,"Enviè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
901,667,"2023-07-21 16:14:30","2023-07-26 15:07:36","Silla India, color negro, cromado, con apoyabrazos","Revisar y presupuestar",3700,"Suplementar y colocar arandelas, ruleman y taco de goma.
Pres. x w app / AVISADA X W APP",Entregada,NULL
902,668,"2023-07-21 19:26:03","2023-07-22 16:13:59","Base neumàtica basculante","Cambiar basculante",13400,"AVISADO X W APP",Entregada,5000
903,669,"2023-07-22 14:29:14","2023-07-24 13:18:09","Sillòn C chico negro","Cambiar cilindro",17000,"Avisada x w app",Entregada,NULL
904,670,"2023-07-22 14:55:27","2023-07-24 15:28:42","Silla 7010 neum. sin apoyas/negra","Cambiar estructura con chapòn",14000,"TERMINADO 
AVISADO",Entregada,NULL
905,671,"2023-07-24 14:49:46","2023-07-26 17:16:06","Silla tipo Rody ( Diva ) color Verde musgo con apoyas","Revisar cilindro pasado",0,"No se puede arreglar",Entregada,NULL
906,672,"2023-07-25 18:23:58","2023-07-29 16:31:48","Silla tipo Ergo roja","Retapizar en Jackson Gris Graphite ( 10 ) y revisar alojamiento rueda faltante",16300,"Retap. $ 15.000.- , rueda $ 1300.-",Entregada,8000
907,673,"2023-07-25 19:46:46","2023-08-02 19:00:16","Silla tipo Rody baja negra","Tapizado completo en ecocuero negro y cilindro",32000,"TERMINADO 
AVISADO",Entregada,7000
908,674,"2023-07-27 18:20:11","2023-07-28 19:51:40","1Sillòn Mesh alto cromado y uno bajo cromado","Revisar y presupuestar",27800,"Cambiar en los dos el basculante y colocar 4 tornillos
Presup. x w app",Entregada,NULL
909,675,"2023-07-27 19:05:39","2023-07-31 17:49:39","1 Sillòn antiguo roble y pana dorada y 2 sillòn verde musgo basc.","Cambiar cilindro en los 3 y ruedas en verdes ( nuevas ò usadas )",0,"$ 68.200.- ò $ 60.300.-
Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
910,66,"2023-07-28 14:50:02","2023-09-08 18:17:33","Silla cajera sin apoyas","aro nuevo. ruedas alma. soldar T de contacto",23500,"FACTURA HECHA Y ENVIADA POR MAIL 09/08/23
Hasta acà facturas pagadas.",Entregada,NULL
911,676,"2023-07-28 15:21:01","2023-10-31 16:06:48","2 Silla Rody alta Ceniza c/ap. y una silla estructura met. gris tap Ceniza","Revisar y presupuestar",114100,"Primer aviso 29/09/23
Avisè nuevamente 28/10/23",Entregada,60000
912,646,"2023-07-29 14:46:58","2023-08-15 14:31:12","Silla Rody alta negra c/apoyas.","Revisar y presupuestar",8200,"Colocar chapòn c/U
Pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
913,119,"2023-07-31 18:15:20","2023-08-09 16:23:47","base neum. sin chapòn.","Cambiar cilindro",17000,"TERMINADO 
AVISADO",Entregada,NULL
914,677,"2023-08-01 16:31:43","2023-09-08 18:46:55","Alma Blanca","Cambiar cilindro",0,"TERMINADO 
AVISADO",Entregada,NULL
915,679,"2023-08-02 15:38:24","2023-08-14 19:54:00","Silla Eco blanca , cromada","Revisar y presupuestar",25700,"Cambiar cilindro y chapon
Avisado x w app",Entregada,8000
916,680,"2023-08-02 18:55:11","2023-09-01 14:18:27","1 Silla Candy negra - 2 Sillones gerenciales negros c/apoyabrazos","Revisar y presupuestar",64800,"1. Gerencial negro: 28.300   2.- gerencial negro   $ 30.000.-   3.- candy : $  6500",Entregada,NULL
917,681,"2023-08-02 19:14:36","2023-08-03 17:21:09","Sillon tipo gerencial, negro , con apoyabrazos","Cilindro y revisar",18000,"TERMINADO 
AVISADO",Entregada,3000
918,682,"2023-08-02 19:29:30","2023-09-08 18:47:32","Sillon gerencial negro, con apoyabrazos","Revisar y presupuestar. Tapizado en ecocuero negro",37740,"retapizado completo , basculante, 5 ruedas
Ver si contesta x cilindro, agegar $ 18.000.-",Entregada,NULL
919,511,"2023-08-03 14:11:31","2023-09-08 18:47:56","Rody baja negra s/apoyas","Chapón comun",7700,"Avisado el 09/08/23",Entregada,NULL
920,247,"2023-08-03 19:39:11","2024-01-11 18:15:10","2 Sillas Candy, 1 Silla cajera 7000 sin apoyas brazos","Revisar y presupuestar",124000,"Pasado pres. x w app
Ulises ( en el celu dice Cristian ) PAGADO",Entregada,NULL
921,683,"2023-08-04 14:45:05","2023-08-16 16:53:25","Silla Rody negra con apoyas","Cambiar cilindro - Reviso",22000,"Cilindro
Pasè pres. x w app / AVISADO",Entregada,NULL
922,684,"2023-08-04 15:33:11","2023-09-08 18:48:17","Sillon gerencial negro,","Revisar y presupuestar",23500,"Cilindro
Presup. x w a pp / AVISADO",Entregada,NULL
924,687,"2023-08-04 19:19:59","2023-08-10 16:43:21","Base silla operativa","Colocar chapon nuevo  (ver tema tornillos)",8300,"TERMINADO 
AVISADO",Entregada,1000
925,688,"2023-08-07 16:26:32","2023-08-23 18:16:42","Sillon Aluminio Alto cromado, con apoyas","Cilindro y revisar",31500,"Cilindro y ruedas",Entregada,NULL
